date,museum,_ - _ - artist,_ - _ - artist - artist,designer,title,medium
1978-01-01T00:00:00Z,v&a,Ingmar Relling,,Ingmar Relling,Siesta,
1978-01-01T00:00:00Z,v&a,,,Ingmar Relling,Siesta,wood
1978-01-01T00:00:00Z,v&a,,,Ingmar Relling,Siesta,leather
1978-01-01T00:00:00Z,v&a,,,Ingmar Relling,Siesta,cord
1900-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,wood
1900-01-01T00:00:00Z,v&a,,,Artist unknown,,cotton
1965-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1965-01-01T00:00:00Z,v&a,,,Artist unknown,,plywood
1965-01-01T00:00:00Z,v&a,,,Artist unknown,,leather
1700-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1700-01-01T00:00:00Z,v&a,,,Artist unknown,,beech
1935-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,wood
1750-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1705-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1800-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,yew
1800-01-01T00:00:00Z,v&a,,,Artist unknown,,elm
1900-01-01T00:00:00Z,v&a,Louis Bigaux,,Louis Bigaux,,pearwood
1900-01-01T00:00:00Z,v&a,,,Louis Bigaux,,gold leaf
1900-01-01T00:00:00Z,v&a,,,Louis Bigaux,,brass
1900-01-01T00:00:00Z,v&a,,,Louis Bigaux,,velvet
1880-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,oak
1918-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,beech
1918-01-01T00:00:00Z,v&a,,,Artist unknown,,leather
1918-01-01T00:00:00Z,v&a,,,Artist unknown,,canvas
1730-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,wood
1765-01-01T00:00:00Z,v&a,,,,,
1720-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,oak
1720-01-01T00:00:00Z,v&a,,,Artist unknown,,walnut
1991-01-01T00:00:00Z,v&a,Ron Arad,,Ron Arad,Soft Little Heavy,foam
1630-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1936-01-01T00:00:00Z,v&a,Frank Wright,,Frank Wright,,steel
1936-01-01T00:00:00Z,v&a,,,Frank Wright,,maple
1936-01-01T00:00:00Z,v&a,,,Frank Wright,,wool
1936-01-01T00:00:00Z,v&a,,,Frank Wright,,laminated plastic
1979-01-01T00:00:00Z,v&a,Fred Scott,,Fred Scott,Supporto,steel
1979-01-01T00:00:00Z,v&a,,,Fred Scott,Supporto,aluminum
1979-01-01T00:00:00Z,v&a,,,Fred Scott,Supporto,polyurethane
1750-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1750-01-01T00:00:00Z,v&a,,,Artist unknown,,leather
1913-01-01T00:00:00Z,v&a,Heal,,Heal,,walnut
1913-01-01T00:00:00Z,v&a,,,Heal,,mother of pearl
1770-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1770-01-01T00:00:00Z,v&a,,,Artist unknown,,veneer
1720-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,oak
2005-01-01T00:00:00Z,v&a,El Ultimo Grito,,El Ultimo Grito,K-Block,polyethylene
1750-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,leather
1775-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1775-01-01T00:00:00Z,v&a,,,Artist unknown,,leather
1670-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1760-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1760-01-01T00:00:00Z,v&a,,,Artist unknown,,beech
1966-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,ash
1966-01-01T00:00:00Z,v&a,,,Artist unknown,,canvas
1755-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1755-01-01T00:00:00Z,v&a,,,Artist unknown,,leather
1755-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1755-01-01T00:00:00Z,v&a,,,Artist unknown,,leather
1966-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,cane
1966-01-01T00:00:00Z,v&a,,,Artist unknown,,steel
1870-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,beech
1870-01-01T00:00:00Z,v&a,,,Artist unknown,,elm
1700-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1690-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1690-01-01T00:00:00Z,v&a,,,Artist unknown,,cane
1850-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,paper mâché
1850-01-01T00:00:00Z,v&a,,,Artist unknown,,wood
1850-01-01T00:00:00Z,v&a,,,Artist unknown,,mother of pearl
1902-01-01T00:00:00Z,v&a,Ernesto Basile,,Ernesto Basile,,cane
1902-01-01T00:00:00Z,v&a,,,Ernesto Basile,,wood
1900-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,wood
1900-01-01T00:00:00Z,v&a,,,Artist unknown,,sisal
1942-01-01T00:00:00Z,v&a,Utility,,Utility,,bamboo
1942-01-01T00:00:00Z,v&a,,,Utility,,wicker
1540-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1960-01-01T00:00:00Z,v&a,Charles Shoebotham Ltd,,Charles Shoebotham Ltd,,aluminium alloy
1960-01-01T00:00:00Z,v&a,,,Charles Shoebotham Ltd,,polythene
1670-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1670-01-01T00:00:00Z,v&a,,,Artist unknown,,cane
1928-01-01T00:00:00Z,v&a,Marcel Breuer,,Marcel Breuer,,steel
1928-01-01T00:00:00Z,v&a,,,Marcel Breuer,,cane
1928-01-01T00:00:00Z,v&a,,,Marcel Breuer,,beech
1966-01-01T00:00:00Z,v&a,Yrjö Kukkapuro,,Yrjö Kukkapuro,414K,fiberglass
1966-01-01T00:00:00Z,v&a,,,Yrjö Kukkapuro,414K,leather
1800-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,chestnut
1800-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,European chestnut
1775-01-01T00:00:00Z,v&a,James Wyatt,,James Wyatt,,mahogany
1775-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1660-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1660-01-01T00:00:00Z,v&a,,,Artist unknown,,cane
1965-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,oak
1965-01-01T00:00:00Z,v&a,,,Artist unknown,,canvas
1600-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,chestnut
1600-01-01T00:00:00Z,v&a,,,Artist unknown,,ivory
1700-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1700-01-01T00:00:00Z,v&a,,,Artist unknown,,leather
1971-01-01T00:00:00Z,v&a,Motomi Kawakami,,Motomi Kawakami,Fiorenza,acrylonitrile-butadiene-styrene copolymer
1932-01-01T00:00:00Z,v&a,Alvar Aalto,,Alvar Aalto,Armchair 41,birch
1932-01-01T00:00:00Z,v&a,,,Alvar Aalto,Armchair 41,plywood
1680-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,beech
1680-01-01T00:00:00Z,v&a,,,Artist unknown,,cane
1970-01-01T00:00:00Z,v&a,Hans Wegner,,Hans Wegner,812,steel
1970-01-01T00:00:00Z,v&a,,,Hans Wegner,812,leather
2006-01-01T00:00:00Z,v&a,El Ultimo Grito,,El Ultimo Grito,Mico,polyethylene
1690-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,oak
1690-01-01T00:00:00Z,v&a,,,Artist unknown,,leather
1690-01-01T00:00:00Z,v&a,,,Artist unknown,,brass
1980-01-01T00:00:00Z,v&a,John Haynes & Sons,,John Haynes & Sons,,walnut
1890-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,
1890-01-01T00:00:00Z,v&a,,,Artist unknown,,wood
1840-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,paper mâché
1906-01-01T00:00:00Z,v&a,Henry Velde,,Henry Velde,,oak
1700-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1700-01-01T00:00:00Z,v&a,,,Artist unknown,,cane
1660-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1660-01-01T00:00:00Z,v&a,,,Artist unknown,,oak
1710-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,beech
1710-01-01T00:00:00Z,v&a,,,Artist unknown,,walnut
1900-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1710-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1800-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1800-01-01T00:00:00Z,v&a,,,Artist unknown,,brass
1925-01-01T00:00:00Z,v&a,Emile Ruhlmann,,Emile Ruhlmann,,rosewood
1925-01-01T00:00:00Z,v&a,,,Emile Ruhlmann,,ivory
2010-01-01T00:00:00Z,v&a,Wendell Castle,,Wendell Castle,Morning Sun,fiberglass
2010-01-01T00:00:00Z,v&a,,,Wendell Castle,Morning Sun,gold leaf
2010-01-01T00:00:00Z,v&a,,,Wendell Castle,Morning Sun,lacquer
1956-01-01T00:00:00Z,v&a,Robin Day,,Robin Day,700,plywood
1956-01-01T00:00:00Z,v&a,,,Robin Day,700,steel
1956-01-01T00:00:00Z,v&a,,,Robin Day,700,synthetic fiber
1956-01-01T00:00:00Z,aic,David Rowland,,David Rowland,GF 40/4 Chair (one of a pair),steel
1956-01-01T00:00:00Z,aic,,,David Rowland,GF 40/4 Chair (one of a pair),vinyl
1946-01-01T00:00:00Z,aic,Edgar Bartolucci,,Edgar Bartolucci,Barwa Lounge Chair,aluminum
1946-01-01T00:00:00Z,aic,,,Edgar Bartolucci,Barwa Lounge Chair,upholstery
1981-01-01T00:00:00Z,aic,Ron Arad,,Ron Arad,Rover Car Chair,rover 2000 car seat mounted on a frame of kee klamp scaffolding
1981-01-01T00:00:00Z,aic,,,Ron Arad,Rover Car Chair,tubular steel
1981-01-01T00:00:00Z,aic,,,Ron Arad,Rover Car Chair,vinyl upholstery
2006-01-01T00:00:00Z,aic,Campana Brothers,,Campana Brothers,Corallo Chair,
2006-01-01T00:00:00Z,aic,,,Campana Brothers,Corallo Chair,steel wire
2006-01-01T00:00:00Z,aic,,,Campana Brothers,Corallo Chair,epoxy paint
1955-01-01T00:00:00Z,aic,George Nelson,,George Nelson,Coconut Chair,fiberglass
1955-01-01T00:00:00Z,aic,,,George Nelson,Coconut Chair,aluminum
1955-01-01T00:00:00Z,aic,,,George Nelson,Coconut Chair,nylon
1955-01-01T00:00:00Z,aic,,,George Nelson,Coconut Chair,chlorofiber upholstery
1963-01-01T00:00:00Z,aic,Joe Cesare Colombo,,Joe Cesare Colombo,"Elda Chair, no 1005",fiberglass
1963-01-01T00:00:00Z,aic,,,Joe Cesare Colombo,"Elda Chair, no 1005",vinyl
1938-01-01T00:00:00Z,aic,Rudolph Michael Schindler,,Rudolph Michael Schindler,Wilshire Medical Office Side Chair,plywood veneer
2005-01-01T00:00:00Z,aic,Greg Lynn,,Greg Lynn,Ravioli Chair,fiberglass-reinforced polyester shell
2005-01-01T00:00:00Z,aic,,,Greg Lynn,Ravioli Chair,polyurethane foam
2005-01-01T00:00:00Z,aic,,,Greg Lynn,Ravioli Chair,upholstery
1951-01-01T00:00:00Z,aic,Hans J. Wegner,,Hans J. Wegner,Papa Bear Chair and Ottoman,wood
1951-01-01T00:00:00Z,aic,,,Hans J. Wegner,Papa Bear Chair and Ottoman,upholstery
1956-01-01T00:00:00Z,aic,Charles Eames,,Charles Eames,Lounge Chair and Ottoman,rosewood
1956-01-01T00:00:00Z,aic,,,Charles Eames,Lounge Chair and Ottoman,leather
1956-01-01T00:00:00Z,aic,,,Charles Eames,Lounge Chair and Ottoman,aluminum
1942-01-01T00:00:00Z,aic,Henry Peter Glass,,Henry Peter Glass,American Way Chair,cast iron
2002-01-01T00:00:00Z,aic,Campana Brothers,,Campana Brothers,Sushi Chair,cotton
2002-01-01T00:00:00Z,aic,,,Campana Brothers,Sushi Chair,polyester
2002-01-01T00:00:00Z,aic,,,Campana Brothers,Sushi Chair,
2002-01-01T00:00:00Z,aic,,,Campana Brothers,Sushi Chair,polyurethane foam
2002-01-01T00:00:00Z,aic,,,Campana Brothers,Sushi Chair,polyethylene astroturf
2002-01-01T00:00:00Z,aic,,,Campana Brothers,Sushi Chair,
2002-01-01T00:00:00Z,aic,,,Campana Brothers,Sushi Chair,stainless steel
2001-01-01T00:00:00Z,aic,Tokujin Yoshioka,,Tokujin Yoshioka,Honey-Pop,honeycomb-paper construction
1955-01-01T00:00:00Z,aic,Eero Saarinen,,Eero Saarinen,Tulip Armchair,fiberglass-reinforced plastic
1955-01-01T00:00:00Z,aic,,,Eero Saarinen,Tulip Armchair,lacquer
1955-01-01T00:00:00Z,aic,,,Eero Saarinen,Tulip Armchair,aluminum
1955-01-01T00:00:00Z,aic,,,Eero Saarinen,Tulip Armchair,silk upholstery
1967-01-01T00:00:00Z,aic,Harry Bertoia,,Harry Bertoia,Armchair,white vinyl-covered steel mesh
2003-01-01T00:00:00Z,aic,Konstantin Grcic,,Konstantin Grcic,chair_ONE,die-cast aluminum
2003-01-01T00:00:00Z,aic,,,Konstantin Grcic,chair_ONE,concrete
1978-01-01T00:00:00Z,aic,Henry Peter Glass,,Henry Peter Glass,Cricket Chair,aluminum tubing
1978-01-01T00:00:00Z,aic,,,Henry Peter Glass,Cricket Chair,polyester mesh
1950-01-01T00:00:00Z,aic,Edgar Bartolucci,,Edgar Bartolucci,Barwa Chair,aluminum
1950-01-01T00:00:00Z,aic,,,Edgar Bartolucci,Barwa Chair,canvas
1983-01-01T00:00:00Z,aic,Alexander Korab,,Alexander Korab,Chaise Longue,wire mesh
1983-01-01T00:00:00Z,aic,,,Alexander Korab,Chaise Longue,acrylic head
1983-01-01T00:00:00Z,aic,,,Alexander Korab,Chaise Longue,seat cushions
1948-01-01T00:00:00Z,aic,Eero Saarinen,,Eero Saarinen,Womb Chair,plastic
1948-01-01T00:00:00Z,aic,,,Eero Saarinen,Womb Chair,latex
1948-01-01T00:00:00Z,aic,,,Eero Saarinen,Womb Chair,cowhide
1949-01-01T00:00:00Z,aic,Finn Juhl,,Finn Juhl,Chieftain Armchair,teak
1949-01-01T00:00:00Z,aic,,,Finn Juhl,Chieftain Armchair,leather upholstery
1951-01-01T00:00:00Z,aic,Charles Eames,,Charles Eames,Side Chair (model DKR),metal mesh
1929-01-01T00:00:00Z,aic,Ludwig Mies van der Rohe,,Ludwig Mies van der Rohe,Barcelona Chair (model MR 90),chrome
1929-01-01T00:00:00Z,aic,,,Ludwig Mies van der Rohe,Barcelona Chair (model MR 90),steel
1929-01-01T00:00:00Z,aic,,,Ludwig Mies van der Rohe,Barcelona Chair (model MR 90),leather
1979-01-01T00:00:00Z,aic,Frank O. Gehry,,Frank O. Gehry,Sitting Beaver Chair,corrugated cardboard
1979-01-01T00:00:00Z,aic,,,Frank O. Gehry,Sitting Beaver Chair,plywood
2010-01-01T00:00:00Z,aic,Greg Lynn,,Greg Lynn,Carbon Net Chair,3di aramid tape
1930-01-01T00:00:00Z,aic,Marcel Breuer,,Marcel Breuer,"Chair, Variation on B5",chrome
1930-01-01T00:00:00Z,aic,,,Marcel Breuer,"Chair, Variation on B5",tubular steel
1930-01-01T00:00:00Z,aic,,,Marcel Breuer,"Chair, Variation on B5",fabric
1957-01-01T00:00:00Z,aic,Achille Castiglioni,,Achille Castiglioni,Mezzadro Stool,enamel
1957-01-01T00:00:00Z,aic,,,Achille Castiglioni,Mezzadro Stool,steel
1957-01-01T00:00:00Z,aic,,,Achille Castiglioni,Mezzadro Stool,chrome
1957-01-01T00:00:00Z,aic,,,Achille Castiglioni,Mezzadro Stool,beech
1984-01-01T00:00:00Z,aic,Robert Venturi,,Robert Venturi,Queen Anne Chair in Grandmother pattern,laminated plywood
1945-01-01T00:00:00Z,aic,Charles Eames,,Charles Eames,Lounge Chair (model LCW),plywood
1945-01-01T00:00:00Z,aic,,,Charles Eames,Lounge Chair (model LCW),rubber
1940-01-01T00:00:00Z,aic,Hans J. Wegner,,Hans J. Wegner,Peacock Chair,ash
1940-01-01T00:00:00Z,aic,,,Hans J. Wegner,Peacock Chair,teak
1940-01-01T00:00:00Z,aic,,,Hans J. Wegner,Peacock Chair,paper cord
1952-01-01T00:00:00Z,aic,Douglas Kelley,,Douglas Kelley,T Chair,steel
1952-01-01T00:00:00Z,aic,,,Douglas Kelley,T Chair,leather
1989-01-01T00:00:00Z,aic,Coop Himmelblau,,Coop Himmelblau,Vodöl Armchair,paint
1989-01-01T00:00:00Z,aic,,,Coop Himmelblau,Vodöl Armchair,tubular steel
1989-01-01T00:00:00Z,aic,,,Coop Himmelblau,Vodöl Armchair,chrome
1989-01-01T00:00:00Z,aic,,,Coop Himmelblau,Vodöl Armchair,vinyl upholstery
1984-01-01T00:00:00Z,aic,Paul Ludick,,Paul Ludick,New World Chair,wood
1984-01-01T00:00:00Z,aic,,,Paul Ludick,New World Chair,polychrome paint
1984-01-01T00:00:00Z,aic,,,Paul Ludick,New World Chair,polyurethane
1972-01-01T00:00:00Z,aic,Frank O. Gehry,,Frank O. Gehry,Wiggle Side Chair,corrugated cardboard
1972-01-01T00:00:00Z,aic,,,Frank O. Gehry,Wiggle Side Chair,masonite
1982-01-01T00:00:00Z,aic,Howard Meister,,Howard Meister,Learning Her Lie (Chair),steel
1952-01-01T00:00:00Z,aic,Harry Bertoia,,Harry Bertoia,Small Diamond Chair,steel
1952-01-01T00:00:00Z,aic,,,Harry Bertoia,Small Diamond Chair,wool
1952-01-01T00:00:00Z,aic,,,Harry Bertoia,Small Diamond Chair,nylon upholstery
1987-01-01T00:00:00Z,aic,Jerome Caruso,,Jerome Caruso,Stacking chairs,aluminum
1987-01-01T00:00:00Z,aic,,,Jerome Caruso,Stacking chairs,polypropylene
1984-01-01T00:00:00Z,aic,Cooper/Kato,,Cooper/Kato,Library Chair,elm
2014-01-01T00:00:00Z,aic,Konstantin Grcic,,Konstantin Grcic,"""Man Machine"" Chair",glass
2014-01-01T00:00:00Z,aic,,,Konstantin Grcic,"""Man Machine"" Chair",metal
1964-01-01T00:00:00Z,aic,David Rowland,,David Rowland,40/4 Stacking Chair,steel
1964-01-01T00:00:00Z,aic,,,David Rowland,40/4 Stacking Chair,vinyl
1952-01-01T00:00:00Z,aic,Harry Bertoia,,Harry Bertoia,Side Chair,steel
1952-01-01T00:00:00Z,aic,,,Harry Bertoia,Side Chair,naugahyde
2001-01-01T00:00:00Z,aic,Konstantin Grcic,,Konstantin Grcic,Chaos Chair,tubular stainless steel
2001-01-01T00:00:00Z,aic,,,Konstantin Grcic,Chaos Chair,rubber
2001-01-01T00:00:00Z,aic,,,Konstantin Grcic,Chaos Chair,polyurethane foam
2001-01-01T00:00:00Z,aic,,,Konstantin Grcic,Chaos Chair,leather
2001-01-01T00:00:00Z,aic,,,Konstantin Grcic,Chaos Chair,polyester fiber
1997-01-01T00:00:00Z,aic,Ron Arad,,Ron Arad,Tom Vac Chair,polypropylene
1997-01-01T00:00:00Z,aic,,,Ron Arad,Tom Vac Chair,steel
1992-01-01T00:00:00Z,aic,Thomas Dixon,,Thomas Dixon,Pylon Chair,enamel
1992-01-01T00:00:00Z,aic,,,Thomas Dixon,Pylon Chair,steel
1941-01-01T00:00:00Z,aic,Terence Harold Robsjohn-Gibbings,,Terence Harold Robsjohn-Gibbings,Chair,birch
1941-01-01T00:00:00Z,aic,,,Terence Harold Robsjohn-Gibbings,Chair,metal
1941-01-01T00:00:00Z,aic,,,Terence Harold Robsjohn-Gibbings,Chair,linen
2009-01-01T00:00:00Z,aic,Konstantin Grcic,,Konstantin Grcic,360º Chair,aluminum
2009-01-01T00:00:00Z,aic,,,Konstantin Grcic,360º Chair,polyurethane foam
2009-01-01T00:00:00Z,aic,,,Konstantin Grcic,360º Chair,powder-coated steel
1957-01-01T00:00:00Z,aic,Poul Kjaerholm,,Poul Kjaerholm,Chair,stainless steel
1957-01-01T00:00:00Z,aic,,,Poul Kjaerholm,Chair,wicker
1957-01-01T00:00:00Z,aic,,,Poul Kjaerholm,Chair,
1985-01-01T00:00:00Z,aic,Charles Jencks,,Charles Jencks,Sun Chair,formica
1985-01-01T00:00:00Z,aic,,,Charles Jencks,Sun Chair,wood
1952-01-01T00:00:00Z,aic,Harry Bertoia,,Harry Bertoia,Bird Chair and Ottoman,steel
1952-01-01T00:00:00Z,aic,,,Harry Bertoia,Bird Chair and Ottoman,wool
2013-01-01T00:00:00Z,aic,Jonathan Muecke,,Jonathan Muecke,CS (Coiled Stool),carbon
2013-01-01T00:00:00Z,aic,,,Jonathan Muecke,CS (Coiled Stool),kevlar fibers
2013-01-01T00:00:00Z,aic,,,Jonathan Muecke,CS (Coiled Stool),epoxy resin
1987-01-01T00:00:00Z,aic,Robert Wilson,,Robert Wilson,"Parzival, a Chair with a Shadow",bleached birch
1987-01-01T00:00:00Z,aic,,,Robert Wilson,"Parzival, a Chair with a Shadow",lacquer
1987-01-01T00:00:00Z,aic,,,Robert Wilson,"Parzival, a Chair with a Shadow",finish
2017-01-01T00:00:00Z,aic,Max Lamb,,Max Lamb,Bench 11a,textile board
1998-01-01T00:00:00Z,aic,Tord Boontje,,Tord Boontje,Rough and Ready Chair,paint
1998-01-01T00:00:00Z,aic,,,Tord Boontje,Rough and Ready Chair,pine
1998-01-01T00:00:00Z,aic,,,Tord Boontje,Rough and Ready Chair,wool
1998-01-01T00:00:00Z,aic,,,Tord Boontje,Rough and Ready Chair,plastic
1967-01-01T00:00:00Z,aic,Pierre Paulin,,Pierre Paulin,Tongue Chair,upholstery over tubular metal frame
1967-01-01T00:00:00Z,aic,Jonathan De Pas,,Jonathan De Pas,Blow Chair,PVC
1934-01-01T00:00:00Z,aic,Gerrit Thomas Rietveld,,Gerrit Thomas Rietveld,Zig-Zag Chair,paint
1934-01-01T00:00:00Z,aic,,,Gerrit Thomas Rietveld,Zig-Zag Chair,wood
1950-01-01T00:00:00Z,aic,Charles Eames,,Charles Eames,Rocking Armchair (model RAR),fiberglass
1950-01-01T00:00:00Z,aic,,,Charles Eames,Rocking Armchair (model RAR),steel
1950-01-01T00:00:00Z,aic,,,Charles Eames,Rocking Armchair (model RAR),birch
1988-01-01T00:00:00Z,aic,Werner Schmidt,,Werner Schmidt,Chair,wood
1988-01-01T00:00:00Z,aic,,,Werner Schmidt,Chair,metal
2006-01-01T00:00:00Z,aic,Ron Arad,,Ron Arad,Voido Rocking Chair,rotational-molded polyethylene
1986-01-01T00:00:00Z,aic,Paul Ludick,,Paul Ludick,Chairnoble,plywood
1986-01-01T00:00:00Z,aic,,,Paul Ludick,Chairnoble,paint
1990-01-01T00:00:00Z,aic,Gregg Fleishman,,Gregg Fleishman,Surround Chair,birch plywood
1990-01-01T00:00:00Z,aic,,,Gregg Fleishman,Surround Chair,lacquer
2006-01-01T00:00:00Z,aic,Konstantin Grcic,,Konstantin Grcic,Venus Chair,laminated plywood
2006-01-01T00:00:00Z,aic,,,Konstantin Grcic,Venus Chair,oak veneer
2006-01-01T00:00:00Z,aic,,,Konstantin Grcic,Venus Chair,rubber
1968-01-01T00:00:00Z,aic,Charlotte Perriand,,Charlotte Perriand,Kindergarten Stools from Les Arcs,pine
1968-01-01T00:00:00Z,aic,,,Charlotte Perriand,Kindergarten Stools from Les Arcs,enamel
1968-01-01T00:00:00Z,aic,,,Charlotte Perriand,Kindergarten Stools from Les Arcs,steel
1992-01-01T00:00:00Z,aic,Paul Ludick,,Paul Ludick,Sling Chair,metal
1992-01-01T00:00:00Z,aic,,,Paul Ludick,Sling Chair,canvas
1990-01-01T00:00:00Z,aic,Gregg Fleishman,,Gregg Fleishman,Raleigh Chair,birch plywood
2009-01-01T00:00:00Z,aic,Ronan & Erwan Bouroullec Design,,Ronan & Erwan Bouroullec Design,Vegetal Chair,polyamide
1950-01-01T00:00:00Z,aic,Hans Bellmann,,Hans Bellmann,Side Chair,plywood
1950-01-01T00:00:00Z,aic,,,Hans Bellmann,Side Chair,steel
1965-01-01T00:00:00Z,aic,Charlotte Perriand,,Charlotte Perriand,"Dining chair from Les Arcs, France",leather
1965-01-01T00:00:00Z,aic,,,Charlotte Perriand,"Dining chair from Les Arcs, France",chrome
1965-01-01T00:00:00Z,aic,,,Charlotte Perriand,"Dining chair from Les Arcs, France",steel
1966-01-01T00:00:00Z,aic,Henry Peter Glass,,Henry Peter Glass,Cylindra Plywood Chair,walnut
1966-01-01T00:00:00Z,aic,,,Henry Peter Glass,Cylindra Plywood Chair,plywood
1966-01-01T00:00:00Z,aic,,,Henry Peter Glass,Cylindra Plywood Chair,synthetic leather
1982-01-01T00:00:00Z,aic,Frank O. Gehry,,Frank O. Gehry,Experimental Edges Beaver Chair and Ottoman,cardboard
1985-01-01T00:00:00Z,aic,Paul Ludick,,Paul Ludick,The World Theatre: Apartheid (Chair),paint
1985-01-01T00:00:00Z,aic,,,Paul Ludick,The World Theatre: Apartheid (Chair),wood
1985-01-01T00:00:00Z,aic,,,Paul Ludick,The World Theatre: Apartheid (Chair),chainlink fencing
1973-01-01T00:00:00Z,aic,Verner Panton,,Verner Panton,Stacking Side Chair,injection-molded plastic
2016-01-01T00:00:00Z,aic,Jorge González Santos,,Jorge González Santos,After Arklu (Turé),woven “enea” fiber (typha dominguensis) on “laurel espada” wood (ocotea floribunda)
2016-01-01T00:00:00Z,aic,Cecilie Manz,,Cecilie Manz,Workshop Chair,oregon pine
2016-01-01T00:00:00Z,aic,,,Cecilie Manz,Workshop Chair,veneer
2011-01-01T00:00:00Z,aic,Barber Osgerby,,Barber Osgerby,Tip Ton Chair,polypropylene
1968-01-01T00:00:00Z,aic,Charles Eames,,Charles Eames,Chaise,aluminum
1968-01-01T00:00:00Z,aic,,,Charles Eames,Chaise,leather
1987-01-01T00:00:00Z,aic,Robert Wilson,,Robert Wilson,Hamletmachine Chair,
1987-01-01T00:00:00Z,aic,,,Robert Wilson,Hamletmachine Chair,perforated sheet steel
2022-01-01T00:00:00Z,aic,Jonathan Muecke,,Jonathan Muecke,Carbon Tube Lounge (CTL),carbon fiber
2022-01-01T00:00:00Z,aic,,,Jonathan Muecke,Carbon Tube Lounge (CTL),epoxy resin
1988-01-01T00:00:00Z,aic,Philippe Starck,,Philippe Starck,Royalton Dining Chair,pau rosa plywood
1988-01-01T00:00:00Z,aic,,,Philippe Starck,Royalton Dining Chair,cast aluminum
2009-01-01T00:00:00Z,aic,Konstantin Grcic,,Konstantin Grcic,Monza Chair,ash
2009-01-01T00:00:00Z,aic,,,Konstantin Grcic,Monza Chair,polypropylene
1945-01-01T00:00:00Z,aic,Harold L. Cohen,,Harold L. Cohen,Orange Nylon Chair,tubular steel
1945-01-01T00:00:00Z,aic,,,Harold L. Cohen,Orange Nylon Chair,nylon mesh fabric
1989-01-01T00:00:00Z,aic,Paul Ludick,,Paul Ludick,"""Earth"" O-Zone Chair",paint
1989-01-01T00:00:00Z,aic,,,Paul Ludick,"""Earth"" O-Zone Chair",wood
1989-01-01T00:00:00Z,aic,,,Paul Ludick,"""Earth"" O-Zone Chair",cotton velvet
1989-01-01T00:00:00Z,aic,,,Paul Ludick,"""Earth"" O-Zone Chair",stones
1989-01-01T00:00:00Z,aic,,,Paul Ludick,"""Earth"" O-Zone Chair",silk chiffon
